Data.Date,Demand..MW.
2018-01-21,16638.541666666668
2018-01-22,17941.5
2018-01-23,17865.541666666668
2018-01-24,18525.625
2018-01-25,19352.5
2018-01-26,18889.75
2018-01-27,17025.458333333332
2018-01-28,16277.833333333334
2018-01-29,18081.208333333332
2018-01-30,19206.125
2018-01-31,19660.666666666668
2018-02-01,18628.666666666668
2018-02-02,19497.541666666668
2018-02-03,18885.458333333332
2018-02-04,17680.083333333332
2018-02-05,18865.208333333332
2018-02-06,19313.208333333332
2018-02-07,19568.708333333332
2018-02-08,19336.083333333332
2018-02-09,19415.583333333332
2018-02-10,17294.375
2018-02-11,16791.083333333332
2018-02-12,18022.416666666668
2018-02-13,18626.166666666668
2018-02-14,17911.125
2018-02-15,17294.333333333332
2018-02-16,17256.0
2018-02-17,17063.75
2018-02-18,16548.375
2018-02-19,17340.958333333332
2018-02-20,16802.625
2018-02-21,16659.666666666668
2018-02-22,17420.958333333332
2018-02-23,17820.166666666668
2018-02-24,16164.5
2018-02-25,16230.541666666666
2018-02-26,17237.791666666668
2018-02-27,17033.958333333332
2018-02-28,16686.708333333332
2018-03-01,16760.666666666668
2018-03-02,17645.75
2018-03-03,16344.25
2018-03-04,16252.958333333334
2018-03-05,17935.083333333332
2018-03-06,17508.208333333332
2018-03-07,18183.875
2018-03-08,18032.875
2018-03-09,18025.166666666668
2018-03-10,16925.5
2018-03-11,16312.04347826087
2018-03-12,17829.25
2018-03-13,18214.958333333332
2018-03-14,18182.416666666668
2018-03-15,17896.125
2018-03-16,17961.208333333332
2018-03-17,16791.75
2018-03-18,16472.041666666668
2018-03-19,17666.833333333332
2018-03-20,18246.208333333332
2018-03-21,18377.958333333332
2018-03-22,17781.208333333332
2018-03-23,17388.0
2018-03-24,16095.25
2018-03-25,16166.5
2018-03-26,17242.041666666668
2018-03-27,17537.75
2018-03-28,17194.166666666668
2018-03-29,16996.375
2018-03-30,16382.041666666666
2018-03-31,15325.125
2018-04-01,14951.083333333334
2018-04-02,16977.166666666668
2018-04-03,17488.833333333332
2018-04-04,17057.0
2018-04-05,17386.541666666668
2018-04-06,17435.75
2018-04-07,16090.458333333334
2018-04-08,16123.583333333334
2018-04-09,17287.5
2018-04-10,17233.916666666668
2018-04-11,16976.458333333332
2018-04-12,16764.875
2018-04-13,16297.666666666666
2018-04-14,15225.958333333334
2018-04-15,15891.958333333334
2018-04-16,17289.5
2018-04-17,17143.25
2018-04-18,16936.916666666668
2018-04-19,17095.875
2018-04-20,16740.708333333332
2018-04-21,15020.625
2018-04-22,14330.0
2018-04-23,15658.375
2018-04-24,15553.875
2018-04-25,16020.291666666666
2018-04-26,15832.833333333334
2018-04-27,15959.25
2018-04-28,14587.958333333334
2018-04-29,14588.333333333334
2018-04-30,16052.916666666666
2018-05-01,15725.041666666666
2018-05-02,16509.958333333332
2018-05-03,18178.583333333332
2018-05-04,18353.791666666668
2018-05-05,15239.5
2018-05-06,14581.958333333334
2018-05-07,15905.375
2018-05-08,15984.083333333334
2018-05-09,16273.5
2018-05-10,16073.041666666666
2018-05-11,15668.375
2018-05-12,14686.708333333334
2018-05-13,14207.958333333334
2018-05-14,15886.416666666666
2018-05-15,16989.958333333332
2018-05-16,16241.0
2018-05-17,16399.5
2018-05-18,15867.041666666666
2018-05-19,14890.708333333334
2018-05-20,15263.5
2018-05-21,16569.25
2018-05-22,16437.166666666668
2018-05-23,16963.041666666668
2018-05-24,17402.208333333332
2018-05-25,18329.333333333332
2018-05-26,18567.083333333332
2018-05-27,16242.541666666666
2018-05-28,15580.375
